,English_corrected_title,telugu_corrected_title,School Code
1745,BRILLIANT GRAMMAR HIGH SC,"బ్రిలియంట్ గ్రామర్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్-3",36061592721
1746,SRI SAI VANI VIDYANIKETHAN,"శ్రీ సాయి వాణి విద్యానికేతన్ పాఠశాల, ఎల్.బి.నగర్-4",36061592850
1747,GUPS MOOSA NAGAR(TW),"ప్రభుత్వ ప్రాథమికోన్నత పాఠశాల, మూస నగర్(టి.డబ్ల్యు), ఎల్.బి.నగర్-2",36061592650
1748,V.D.PRASADA RAO MEMORIAL,"వి.డి.ప్రసాదరావు మెమోరియల్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్-2",36061592681
1749,SRI SARASWATHI SISU MANDI,"శ్రీ సరస్వతి శిశు మందిర్ పాఠశాల, బదంగ్ పేట్",36061501705
1750,SRI SARASWATHI SHISHU,"శ్రీ సరస్వతి శిశు మందిర్ పాఠశాల, బదంగ్ పేట్",36061501708
1751,SOWJANYA SHANTI NIKETAN S,"సౌజన్య శాంతినికేతన్ నికేతన్ పాఠశాల , మీర్‌పేట్",36061501405
1752,LITTLE ROSES H S,"లిటిల్ రోజెస్ ఉన్నత పాఠశాల, సరూర్‌నగర్",36061592768
1753,ST. ALPHONSUS MODEL SC,"సెయింట్ ఆల్ఫోన్సస్ మోడల్ పాఠశాల, మీర్‌పేట్",36061501404
1754,SANDEEPANI VIDYA NIKETHAN,"సందీపని విద్యా నికేతన్ పాఠశాల, బదంగ్ పేట్",36061501707
1755,ST. ANNS MODEL HIGH SC,"సెయింట్ ఆన్స్ మోడల్ ఉన్నత పాఠశాల, గడ్డి అన్నారం",36061590231
1756,MARIA PIAS GOOD SHEPHERD,"మరియా పియాస్ గుడ్ షెపర్డ్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్-3, సరూర్‌నగర్",36061592717
1757,DOMNICS DAISY FLOWER HIGH,"డొమ్నిక్స్ డైసీ ఫ్లవర్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్-3, సరూర్‌నగర్",36061592709
1758,EDEN BURGH GRAMMAR,"ఈడెన్ బర్గ్ గ్రామర్ పాఠశాల, జిల్లెలగూడ",36061501209
1759,SAI SRINIVASA BRILLIANT G,"సాయి శ్రీనివాస బ్రిలియంట్ గ్రామర్ ఉన్నత పాఠశాల, గడ్డి అన్నారం, సరూర్‌నగర్ ",36061590242
1760,SRI RAMAKRISHNA SARADA VI,"శ్రీ రామకృష్ణ శారద విద్యాలయ ఉన్నత పాఠశాల, గడ్డి అన్నారం, సరూర్‌నగర్ ",36061590234
1761,SRI VIDYA VIHAR HIGH S,"శ్రీ విద్యా విహార్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్-2, సరూర్‌నగర్",36061592671
1762,SRI KRISHNAVENI TALENTS S,"శ్రీ కృష్ణవేణి టాలెంట్ పాఠశాల, గడ్డి అన్నారం, సరూర్‌నగర్",36061590233
1763,PANINEEYA MAHAVIDYALAYA P,"పాణినీయ మహావిద్యాలయ పబ్లిక్ పాఠశాల, గడ్డిఅన్నారం",36061500401
1764,MIRIUM UPPER PRIMARY,"మిరియం ప్రాథమికోన్నత పాఠశాల, మద్దూర్",36063100905
1765,SUMEDHA'S MONTESSORI (E/M),"సుమేధాస్ మాంటిస్సోరి (ఇంగ్లీష్ మీడియం) పాఠశాల, షాబాద్",36063102036
1766,SATYA SRINIVASA MEMO,"సత్య శ్రీనివాస మెమోరియల్ పాఠశాల, తుర్కపల్లి",36060900106
1767,SATYA SRINIVASA MEMO,"సత్య శ్రీనివాస మెమోరియల్ పాఠశాల, అలియాబాద్",36060901306
1768,LITTLE ROSE GRAMMAR SC,"లిటిల్ రోజ్ గ్రామర్ పాఠశాల, జవహర్‌నగర్",36060903052
1769,SRI SUJA GRAMMAR SC,"శ్రీ సుజ గ్రామర్ పాఠశాల, షామీర్‌పేట్‌",36060903051
1770,CRPF PSSHOOL,"సి.అర్.పి.ఎఫ్ పబ్లిక్ పాఠశాల, షామీర్‌పేట్‌",36060903012
1771,SRI SRI GNAN MANDIR (V V M V P TRUST),"శ్రీ శ్రీ జ్ఞాన మందిర్ (వి.వి.ఎం.వి.పి ట్రస్ట్) పాఠశాల, షామీర్‌పేట్‌",36060903070
1772,VIVEKANANDAGRAMMAR.S,"వివేకానంద గ్రామర్ పాఠశాల, షామీర్‌పేట్‌",36060903053
1773,SRI VIGNANA BHARATHI S,"శ్రీ విజ్ఞాన భారతి ఉన్నత పాఠశాల, తూముకుంట",36060902809
1774,PALLAVI PROGRESSIVE,"పల్లవి ప్రోగ్రెస్సివ్ ఉన్నత పాఠశాల , తూముకుంట",36060902807
1775,GOOD SHEPHERD'S JAWAHAR NAGAR,"గుడ్ షెపర్డ్ పబ్లిక్ పాఠశాల, జవహర్ నగర్",36060903077
1776,MAHARSHI VIDYA NIKETHAN,"మహర్షి విద్యా నికేతన్ పాఠశాల, జవహర్ నగర్",36060903025
1777,EKALAVYA MEMORIAL,"ఏకలవ్య మెమోరియల్ ఉన్నత పాఠశాల, జవహర్ నగర్",36060903030
1778,ST.MARY'S CONVENT,"సెయింట్ మేరీస్ కాన్వెంట్ పాఠశాల, దేవరాయాంజాల్",36060902409
1779,ST.JOSEPH'S MISSIONA,"సెయింట్ జోసెఫ్ మిషనరీ పాఠశాల, జవహర్ నగర్",36060903061
1780,IVY LEAGUE ACADEMY,"ఐవీ లీగ్ అకాడమీ పాఠశాల, బొంరాస్పేట్ ",36060902203
1781,ARUNDHATHI VIDYLAYA,"అరుంధతి విద్యాలయ ఉన్నత పాఠశాల, ముడుచింతలపల్లి",36060900703
1782,SRINIVASA MEMORIAL HIGH S,"శ్రీనివాస మెమోరియల్ ఉన్నత పాఠశాల, షామీర్‌పేట్‌",36060902309
1783,KLNV NIKETAN,"కె.ఎల్.ఎన్ విద్యా నికేతన్ పాఠశాల, బొంరాస్పేట్",36060902206
1784,TSMS SHAMSHABAD (PALAMAKOLE),"తెలంగాణ మోడల్ పాఠశాల, శంషాబాద్ (పలమకోలే)",36063202811
1785,SRI KRISHNAVENI CONCEPT,"శ్రీ కృష్ణవేణి కాన్సెప్ట్ పాఠశాల, శంషాబాద్",36063202050
1786,ST MARTINS ENGLISH MEDIUM,"సెయింట్ మార్టిన్స్ ఇంగ్లీష్ మీడియం ఉన్నత పాఠశాల, శంషాబాద్",36063202024
1787,SRI GNYANA SARASWATHI,"శ్రీ జ్ఞాన సరస్వతి విద్యా మందిర్ పాఠశాల, గోల్కొండ కలాన్",36063204302
1788,SRI VIVEKANANDA VIDYA MANDIR,"శ్రీ వివేకానంద విద్యా మందిర్ పాఠశాల, చిన్న గోల్కొండ",36063204003
1789,VIGNAN VIDYA NIKETAN,"విజ్ఞాన్ విద్యానికేతన్ పాఠశాల, జన్వాడ",36060400908
1790,SUMANIKETAN,"సుమ నికేతన్ పాఠశాల, దంతన్పల్లి",36060400803
1791,TSMS SHANKARPALLY,"తెలంగాణ మోడల్ పాఠశాల, శంకర్‌పల్లి",36060400445
1792,SRI KRISHNAVENI TALENT,"శ్రీ కృష్ణవేణి టాలెంట్ పాఠశాల, శంకర్‌పల్లి",36060400426
1793,CHAITANYA VIDYA NIKETAN,"చైతన్య విద్యా నికేతన్ ఉన్నత పాఠశాల, ధోబీపేట్",36060400107
1794,KRISHNAVENI TALENT,"కృష్ణవేణి టాలెంట్ పాఠశాల, శంకర్‌పల్లి",36060400427
1795,SRI SHANTI NIKETAN S,"శ్రీ శాంతి నికేతన్ పాఠశాల , శేరిలింగంపల్లి ",36060591777
1796,KALLAM ANJIREDDY VIDHYALA,"కల్లం అంజి రెడ్డి విద్యాలయ పాఠశాల, శేరిలింగంపల్లి",36060591733
1797,SRI VIJAYA BHARATHI HIGH,"శ్రీ విజయ భారతి ఉన్నత పాఠశాల , శేరిలింగంపల్లి",36060591742
1798,MPHS GACHIBOWLI,"మండల్ పరిషత్  ఉన్నత పాఠశాల, గచ్చిబౌలి",36060500101
1799,MPHS MADHAPUR,"మండల్ పరిషత్  ఉన్నత పాఠశాల, మాదాపూర్",36060591820
1800,MAHARSHI VIDYA MANDIR KON,"మహర్షి విద్యా మందిర్ పాఠశాల, శేరిలింగంపల్లి",36060591754
1801,SRI VIDYA MANDIR,"శ్రీ విద్యా మందిర్ పాఠశాల, శేరిలింగంపల్లి",36060591803
1802,SRI AMBIKA VIDYA MANDIR,"శ్రీ అంబిక విద్యా మందిర్ పాఠశాల, శేరిలింగంపల్లి",36060591393
1803,INDIAN PEOPLE HIGH S,"ఇండియన్ పీపుల్ ఉన్నత పాఠశాల, శేరిలింగంపల్లి",36060591811
1804,SRI RANGANATH VIDYANIKETA,"శ్రీ రంగనాథ్ విద్యానికేతన్ పాఠశాల, శేరిలింగంపల్లి",36060591702
1805,GAUTAMI VIDYA KSHETRA,"గౌతమి విద్యా క్షేత్ర పాఠశాల, శేరిలింగంపల్లి",36060591343
1806,ST ANNS ENGLISH MEDIUM H,"సెయింట్ ఆన్స్ ఇంగ్లీష్ మీడియం ఉన్నత పాఠశాల , శేరిలింగంపల్లి",36060591730
1807,SAHITI VIDYA NIKETAN HIGH,"సహితి విద్యా నికేతన్ ఉన్నత పాఠశాల , శేరిలింగంపల్లి",36060591722
1808,SRI GAUTAM GRAMMAR HIGH S,"శ్రీ గౌతమ్ గ్రామర్ ఉన్నత పాఠశాల, శేరిలింగంపల్లి",36060591740
1809,SARVODAYA VIDYA NIKE,"సర్వోదయ విద్యా నికేతన్ పాఠశాల, శేరిలింగంపల్లి",36060591802
1810,OM SHANTI NAGARAJAN EDUCA,"ఓం శాంతి నాగరాజన్ ఎడ్యుకేషనల్ అకాడమీ, శేరిలింగంపల్లి",36060591392
1811,SARASWATHI VIDYAMANDIR,"సరస్వతి విద్యామందిర్ పాఠశాల,  శేరిలింగంపల్లి",36060591764
1812,SRI SATYA SAI PRASHANTHI,"శ్రీ సత్య సాయి ప్రశాంతి పాఠశాల, శేరిలింగంపల్లి",36060591701
1813,SRI SAI VIDYA MANDIR,"శ్రీ సాయి విద్యా మందిర్ ఉన్నత పాఠశాల,  శేరిలింగంపల్లి",36060591389
1814,ST JOHNS U P S MIYAPUR,"సెయింట్ జాన్స్ ప్రాథమికోన్నత పాఠశాల, మియాపూర్",36060591394
1815,VIDYA NIKETHAN MODEL HIGH,"విద్యా నికేతన్ మోడల్ ఉన్నత పాఠశాల, శేరిలింగంపల్లి",36060591724
1816,NAGARJUNA GRAMMER HIGH SC,"నాగార్జున గ్రామర్ ఉన్నత పాఠశాల, శేరిలింగంపల్లి",36060591725
1817,SRI VANI VIDYA NIKET,"శ్రీ వాణి విద్యా నికేతన్ ఉన్నత పాఠశాల, శేరిలింగంపల్లి",36060591780
1818,SHARADA VIDYA NIKETAN,"శారద విద్యా నికేతన్ పాఠశాల, శేరిలింగంపల్లి",36060500131
1819,VIVEKANANDA VIDYALAYS UPP,"వివేకానంద విద్యాలయ ప్రాథమికోన్నత పాఠశాల, కరంకోతే",36062301308
1820,PRAGATHI VIDYA NIKETHAN S,"ప్రగతి విద్యా నికేతన్ పాఠశాల, తాండూరు",36062391440
1821,SRI SARASWATI SHISHU MAND,"శ్రీ సరస్వతి శిశు మందిర్ పాఠశాల, తాండూరు",36062391470
1822,SRI SAI SARASWATHI H,"శ్రీ సాయి సరస్వతి ఉన్నత పాఠశాల, తాండూరు",36062391492
1823,DAYANANDA BALA VIHAR,"దయానంద బాల విహార్ పాఠశాల, తాండూరు",36062391467
1824,MOTHER THERESA CO-EDN. HI,"మదర్ థెరిస్సా కో ఎడ్యుకేషన్ ఉన్నత పాఠశాల, కాప్రా",36061390474
